ID,label,statement,subject,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_on_fire_count,context,target,words
7575.json,mostly-true,The national debt is larger than our entire annual economy.,"debt,economy",jim-jordan,U.S. representative,Ohio,republican,1.0,0.0,3.0,3.0,0.0,a congressional hearing,2,"['the', 'national', 'debt', 'is', 'larger', 'than', 'our', 'entire', 'annual', 'economy', '.']"
2280.json,true,Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.,"candidates-biography,supreme-court",kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,his primary victory speech.,2,"['kendrick', 'meek', 'claims', 'hes', 'the', 'only', 'candidate', 'who', 'saidsonia', 'sotomayor', 'will', 'make', 'an', 'excellent', 'supreme', 'court', 'justice', '.']"
6160.json,true,"The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.",jobs,paul-sarlo,State Senator,New Jersey,democrat,0.0,0.0,1.0,0.0,0.0,a speech on the State Senate floor,2,"['the', 'states', 'unemployment', 'rate', 'is', 'fifth-highest', 'in', 'the', 'country,', 'a', 'full', 'point', 'above', 'the', 'nationwide', 'rate', 'and', 'higher', 'than', 'all', 'of', 'our', '.', '.', '.neighboring', 'states', '.']"
12880.json,false,"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.","energy,environment,government-regulation,jobs",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an economic address in Detroit,0,"['the', 'obama-clinton', 'war', 'on', 'coal', 'has', 'cost', 'michigan', 'over', '50,000', 'jobs', '.']"
10125.json,false,Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.,"crime,job-accomplishments,campaign-advertising",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a campaign TV ad,0,"['six', 'convictions', 'are', 'connected', 'to', 'an', 'allegation', 'by', 'prosecutors', 'that', 'gov', '.', 'scott', 'walker', 'is', 'at', 'the', 'center', 'of', 'a', 'criminal', 'scheme', '.']"
5427.json,true,Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.,"environment,history,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a radio interview,2,"['wisconsin', 'is', 'called', 'the', 'badger', 'state', 'because', 'our', 'ancestors', 'came', 'here', 'with', 'the', 'hopes', 'of', 'living', 'the', 'american', 'dream', 'by', 'mining', '.']"
8415.json,mostly-true,Unemployment in the city of St. Petersburg is below the state average.,jobs,bill-foster,"Mayor, St. Petersburg",Florida,republican,1.0,0.0,2.0,2.0,0.0,a Tampa Bay Times/Bay News 9 debate,2,"['unemployment', 'in', 'the', 'city', 'of', 'st', '.', 'petersburg', 'is', 'below', 'the', 'state', 'average', '.']"
6248.json,pants-fire,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renaccis Republican majority.,"campaign-finance,campaign-advertising",democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a news release,0,"['foreign', 'chinese', 'prostitution', 'money', 'is', 'allegedly', 'behind', 'the', 'groups', 'funding', 'congressman', 'jim', 'renaccis', 'republican', 'majority', '.']"
9966.json,half-true,Greg Abbott has campaigned with a sexual predator who has bragged about having sex with underage girls.,"corrections-and-updates,crime,ethics,sexuality",wendy-davis,state senator,Texas,democrat,5.0,1.0,8.0,12.0,1.0,a debate in the Rio Grande Valley.,1,"['greg', 'abbott', 'has', 'campaigned', 'with', 'a', 'sexual', 'predator', 'who', 'has', 'bragged', 'about', 'having', 'sex', 'with', 'underage', 'girls', '.']"
12422.json,half-true,Says North Carolina Rep. Renee Ellmers was the only Republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.,"congress,crime,criminal-justice,immigration,public-safety",george-holding,U.S. Representative,North Carolina,republican,0.0,0.0,1.0,0.0,0.0,a debate on WRAL,1,"['says', 'north', 'carolina', 'rep', '.', 'renee', 'ellmers', 'was', 'the', 'only', 'republican', 'to', 'vote', 'against', 'an', 'amendment', 'to', 'prioritize', 'the', 'deportation', 'of', 'sexual', 'criminals', 'who', 'are', 'illegal', 'immigrants', '.']"
2505.json,half-true,"U.S. Sen. Johnny Isakson has never proposed, nor voted in favor of, a substantial cut in federal spending and has voted for many substantial increases in federal spending.",federal-budget,chuck-donovan,,Georgia,libertarian,0.0,0.0,1.0,0.0,0.0,a blog on his campaign website,1,"['u', '.s', '.', 'sen', '.', 'johnny', 'isakson', 'has', 'never', 'proposed,', 'nor', 'voted', 'in', 'favor', 'of,', 'a', 'substantial', 'cut', 'in', 'federal', 'spending', 'and', 'has', 'voted', 'for', 'many', 'substantial', 'increases', 'in', 'federal', 'spending', '.']"
2943.json,true,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.","economy,poverty,workers",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a Senate floor speech,2,"['in', '2007,', 'the', 'top', '1', 'percent', 'of', 'all', 'income', 'earners', 'in', 'the', 'united', 'states', 'made', '23', '.5', 'percent', 'of', 'all', 'income,', 'which', 'is', 'more', 'than', 'the', 'entire', 'bottom', '50', 'percent', '.']"
7826.json,barely-true,An 11-year-old girl was investigated by the FBI and had to pay a $500 federal criminal fine because she found an injured woodpecker and put it in a cage to make sure that the bird was OK.,"animals,criminal-justice,government-regulation",jim-sensenbrenner,Member of Congress,Wisconsin,republican,2.0,4.0,1.0,0.0,0.0,an interview,1,"['an', '11-year-old', 'girl', 'was', 'investigated', 'by', 'the', 'fbi', 'and', 'had', 'to', 'pay', 'a', '$500', 'federal', 'criminal', 'fine', 'because', 'she', 'found', 'an', 'injured', 'woodpecker', 'and', 'put', 'it', 'in', 'a', 'cage', 'to', 'make', 'sure', 'that', 'the', 'bird', 'was', 'ok', '.']"
651.json,true,"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",military,democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,its platform,2,"['more', 'than', '12,500', 'service', 'men', 'and', 'women', 'have', 'been', 'discharged', 'on', 'the', 'basis', 'of', 'sexual', 'orientation', 'since', 'the', ""don't"", 'ask,', ""don't"", 'tell""', 'policy', 'was', 'implemented,', 'at', 'a', 'cost', 'of', 'over', '$360', 'million', '.', 'many', 'of', 'those', 'forced', 'out', 'had', 'special', 'skills', 'in', 'high', 'demand,', 'such', 'as', 'translators,', 'engineers,', 'and', 'pilots', '.""']"
2696.json,barely-true,"In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born.","abortion,message-machine",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a campaign TV ad,1,"['in', 'congress', 'tom', 'barrett', 'voted', 'to', 'allow', 'abortions', 'through', 'the', 'ninth', 'month,', 'just', 'moments', 'before', 'the', 'baby', 'is', 'born', '.']"
10765.json,true,"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.","candidates-biography,foreign-policy",peter-schweizer,,,none,0.0,1.0,0.0,0.0,0.0,"his book ""Clinton Cash""",2,"['of', 'the', '13', '(bill)', 'clinton', 'speeches', 'that', 'fetched', '$500,000', 'or', 'more,', 'only', 'two', 'occurred', 'during', 'the', 'years', 'his', 'wife', 'was', 'not', 'secretary', 'of', 'state', '.']"
6273.json,mostly-true,Says no city comparable in size to Austin or smaller was broken into as many congressional districts.,"congress,redistricting",daniel-rodriguez,Anti-death-penalty activist,Texas,democrat,0.0,0.0,0.0,1.0,0.0,an email to PolitiFact Texas.,2,"['says', 'no', 'city', 'comparable', 'in', 'size', 'to', 'austin', 'or', 'smaller', 'was', 'broken', 'into', 'as', 'many', 'congressional', 'districts', '.']"
10723.json,mostly-true,A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.,"taxes,tourism",michael-t-owens,"President, Tourism Leadership Council in Savannah",Georgia,none,0.0,0.0,0.0,1.0,0.0,a news report,2,"['a', '$5-a-night', 'hotel/motel', 'tax', 'thats', 'part', 'of', 'the', 'transportation', 'bill', 'will', 'hurt', 'georgias', 'convention', 'business', 'by', 'adding', 'extra', 'costs', 'for', 'large', 'groups', 'coming', 'to', 'the', 'state', '.']"
12114.json,mostly-true,Texas has a higher incarceration rate than Russia or Iran.,"crime,criminal-justice",gina-hinojosa,"President, Austin Independent School District Board of Trustees",Texas,none,0.0,0.0,1.0,1.0,0.0,a campaign  mailer,2,"['texas', 'has', 'a', 'higher', 'incarceration', 'rate', 'than', 'russia', 'or', 'iran', '.']"
5731.json,pants-fire,"In April 1997, there was a gas out conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.","energy,gas-prices",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a post on Facebook,0,"['in', 'april', '1997,', 'there', 'was', 'a', 'gas', 'out', 'conducted', 'nationwide', 'in', 'protest', 'of', 'gas', 'prices', '.', 'gasoline', 'prices', 'dropped', '30', 'cents', 'a', 'gallon', 'overnight', '.']"
2439.json,false,Sakineh Mohammadi Ashtiani was never sentenced to stoning.,"crime,human-rights,abc-news-week",mahmoud-ahmadinejad,,,none,0.0,2.0,0.0,0.0,0.0,"ABC's ""This Week""",0,"['sakineh', 'mohammadi', 'ashtiani', 'was', 'never', 'sentenced', 'to', 'stoning', '.']"
7965.json,mostly-true,Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,education,gene-green,U.S. Representative,Texas,democrat,0.0,0.0,0.0,1.0,0.0,a press release,2,"['says', 'student', 'loan', 'interest', 'rates', 'will', 'double', 'from', '3', '.4', 'percent', 'to', '6', '.8', 'percent', 'july', '1', '.']"
11904.json,barely-true,"In New England, Rhode Island has the second highest number of police officers being assaulted.","crime,public-safety",tony-capezza,police union leader,Rhode Island,none,1.0,0.0,0.0,0.0,0.0,testimony at General Assembly ,1,"['in', 'new', 'england,', 'rhode', 'island', 'has', 'the', 'second', 'highest', 'number', 'of', 'police', 'officers', 'being', 'assaulted', '.']"
10744.json,half-true,"In recent polling in battleground states, a majority of the people said Hillary Clinton is untrustworthy.","candidates-biography,ethics,campaign-advertising,polls",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,an interview,1,"['in', 'recent', 'polling', 'in', 'battleground', 'states,', 'a', 'majority', 'of', 'the', 'people', 'said', 'hillary', 'clinton', 'is', 'untrustworthy', '.']"
3976.json,false,"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",economy,kim-guadagno,Lieutenant Governor of New Jersey,,republican,0.0,2.0,1.0,0.0,0.0,a radio interview on WNYC,0,"['after', 'not', 'having', 'any', 'foreign', 'trade', 'offices', 'overseas', 'for', 'the', 'past', 'decade,', 'new', 'jersey', 'opened', 'offices', 'in', 'shanghai', 'and', 'london', 'in', 'the', 'past', 'six', 'months,', 'and', 'has', 'seen', 'an', '18', 'percent', 'increase', 'in', 'exports', '.']"
6371.json,half-true,President Obama has added $4 billion in debt every day.,"debt,economy,federal-budget,message-machine-2012",crossroads-gps,Conservative advocacy group,,republican,9.0,1.0,4.0,1.0,2.0,an ad,1,"['president', 'obama', 'has', 'added', '$4', 'billion', 'in', 'debt', 'every', 'day', '.']"
5594.json,half-true,"Despite President Barack Obamas promise to cut healthcare costs, the average cost of a family policy is up $1,300.","health-care,message-machine-2012",republican-national-committee-republican,,,republican,6.0,6.0,11.0,5.0,2.0,a campaign ad,1,"['despite', 'president', 'barack', 'obamas', 'promise', 'to', 'cut', 'healthcare', 'costs,', 'the', 'average', 'cost', 'of', 'a', 'family', 'policy', 'is', 'up', '$1,300', '.']"
1045.json,false,"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.","abortion,pundits",bill-oreilly,Fox News Channel host,,none,4.0,6.0,3.0,5.0,1.0,an op-ed.,0,"['says', 'he', 'didnt', 'call', 'dr', '.', 'george', 'tiller', 'a', 'baby', 'killer,', 'as', 'liberal', 'groups', 'charge,', 'but', 'was', 'merely', 'reporting', 'what', 'some', 'prolifers', 'branded', 'him', '.']"
1885.json,half-true,The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.,"census,pundits",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,his Fox News program,1,"['the', '2000', 'census', 'cost', '$4', '.5', 'billion', '.', 'the', '2010', 'census', 'is', 'set', 'to', 'cost', 'up', 'to', '$14', '.5', 'billion', '.']"
9866.json,false,The United States has the most number of deductions available to corporations for the corporate income tax.,"corporations,taxes",bob-beckel,"Co-host on Fox News Channel's ""The Five""","Washington, D.C.",democrat,0.0,1.0,1.0,0.0,0.0,"a discussion on Fox News' ""The Five""",0,"['the', 'united', 'states', 'has', 'the', 'most', 'number', 'of', 'deductions', 'available', 'to', 'corporations', 'for', 'the', 'corporate', 'income', 'tax', '.']"
9140.json,barely-true,"Says the goal of the Affordable Care Act was to get 30 million people insured, but it only got 7 million.",health-care,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,an interview on Fox's 'Hannity',1,"['says', 'the', 'goal', 'of', 'the', 'affordable', 'care', 'act', 'was', 'to', 'get', '30', 'million', 'people', 'insured,', 'but', 'it', 'only', 'got', '7', 'million', '.']"
11350.json,barely-true,"There is not one of the Muslim nations that doesnt have discrimination against women, discrimination against gays, subjugation of other religious beliefs.","corrections-and-updates,gays-and-lesbians,human-rights,islam,religion,women",ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,"an interview with Fox's ""The Kelly File""",1,"['there', 'is', 'not', 'one', 'of', 'the', 'muslim', 'nations', 'that', 'doesnt', 'have', 'discrimination', 'against', 'women,', 'discrimination', 'against', 'gays,', 'subjugation', 'of', 'other', 'religious', 'beliefs', '.']"
4268.json,true,Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,taxes,greater-wisconsin-political-fund,,Wisconsin,none,3.0,3.0,3.0,1.0,1.0,a television ad,2,"['says', 'gop', 'recall', 'challenger', 'kim', 'simac', 'was', 'delinquent', 'paying', 'her', 'property', 'taxes', 'eight', 'of', 'the', 'last', 'nine', 'years', '.']"
6228.json,mostly-true,"Says while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion.","state-budget,taxes",our-oregon,political group,Oregon,democrat,0.0,1.0,0.0,3.0,0.0,a newsletter.,2,"['says', 'while', 'state', 'leaders', 'have', 'cut', 'funding', 'for', 'our', 'schools', 'and', 'other', 'basic', 'priorities,', 'the', 'amount', 'of', 'money', 'the', 'state', 'is', 'projected', 'to', 'give', 'away', 'through', 'tax', 'breaks', 'increased', 'by', 'a', 'whopping', '$3', '.4', 'billion', '.']"
4098.json,mostly-true,Theres no scientific conclusion that (being gay) is genetic.,"gays-and-lesbians,science",tim-pawlenty,,,republican,2.0,3.0,3.0,6.0,1.0,"an interview on NBC's ""Meet the Press""",2,"['theres', 'no', 'scientific', 'conclusion', 'that', '(being', 'gay)', 'is', 'genetic', '.']"
6324.json,pants-fire,"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.","elections,campaign-advertising",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a news release,0,"['when', 'josh', 'mandel', 'claims', 'to', 'have', 'accepted', 'three', 'debates', 'with', 'sen', '.', 'sherrod', 'brown,', 'he', 'is', 'lying', '.', 'he', 'has', 'accepted', 'zero', 'proposed', 'debates', '.']"
6714.json,false,The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.,taxes,yes-84,,,organization,0.0,1.0,0.0,0.0,0.0,campaign material,0,"['the', 'reason', '29', 'states', 'no', 'longer', 'have', 'a', 'death', 'tax', 'is', 'that', 'the', 'tax', 'damaged', 'their', 'economic', 'competitiveness', '.']"
7049.json,mostly-true,Says U.S. corporate tax rate is highest in the world at 35 percent.,"economy,federal-budget,jobs,taxes",michael-mccaul,congressman,Texas,republican,1.0,0.0,1.0,4.0,0.0,a League of Women Voters guide for Texas and Austin voters,2,"['says', 'u', '.s', '.', 'corporate', 'tax', 'rate', 'is', 'highest', 'in', 'the', 'world', 'at', '35', 'percent', '.']"
12397.json,barely-true,Says Mike Coffman is with Trump.,"congress,immigration",colorados-voice,,,organization,1.0,0.0,0.0,0.0,0.0,a news release,1,"['says', 'mike', 'coffman', 'is', 'with', 'trump', '.']"
7873.json,mostly-true,"If Obamacare is fully implemented, 30 million people will still be without health insurance.",health-care,bob-gibbs,Representative from Ohio's 18th Congressional District,Ohio,republican,0.0,0.0,0.0,1.0,1.0,a tweet,2,"['if', 'obamacare', 'is', 'fully', 'implemented,', '30', 'million', 'people', 'will', 'still', 'be', 'without', 'health', 'insurance', '.']"
9807.json,half-true,The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.,"small-business,women",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,an email blast,1,"['the', 'growth', 'rate', 'of', 'women-owned', 'businesses', 'in', 'texas', 'has', 'nearly', 'doubled', 'that', 'of', 'the', 'nation', 'since', 'president', 'obama', 'has', 'taken', 'office', '.']"
3367.json,pants-fire,"Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.",health-care,kenneth-mckay,Lawyer,Rhode Island,republican,0.0,0.0,0.0,0.0,1.0,a TV interview,0,"['says', 'sheldon', 'whitehouse', 'said', 'on', 'senate', 'floor:', 'everybody', 'in', 'rhode', 'island', 'who', 'disagrees', 'with', 'me', 'about', 'obamacare', 'is', 'an', 'aryan,', 'is', 'a', 'white', 'supremacist', '.']"
775.json,false,"We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.",energy,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"St. Louis, Mo.",0,"[""we're"", 'building', 'a', 'nearly', '$40-billion', 'natural', 'gas', 'pipeline,', 'which', 'is', 'north', ""america's"", 'largest', 'and', 'most', 'expensive', 'infrastructure', 'project', 'ever', '.']"
4447.json,half-true,"The average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.","retirement,state-budget",hetty-rosenstein,Union leader,New Jersey,none,0.0,0.0,1.0,0.0,0.0,a press release from the Communication Workers of America,1,"['the', 'average', 'state', 'pension,', 'including', 'managers,', 'is', '$23,000', 'a', 'year;', 'and', 'just', '$14,000', 'for', 'local', 'government', 'workers', '.']"
11566.json,half-true,The Consumer Financial Protection Bureau has no congressional oversight.,"congressional-rules,financial-regulation",carly-fiorina,,California,republican,5.0,5.0,4.0,3.0,2.0,a Republican presidential debate in Milwaukee,1,"['the', 'consumer', 'financial', 'protection', 'bureau', 'has', 'no', 'congressional', 'oversight', '.']"
11635.json,barely-true,Jeb Bushs plan for Social Security is disastrous for seniors and raises the retirement age to 70.,social-security,annette-taddeo-goldstein,Miami-Dade County Democratic chair,Florida,democrat,1.0,0.0,1.0,0.0,0.0,a fundraising email,1,"['jeb', 'bushs', 'plan', 'for', 'social', 'security', 'is', 'disastrous', 'for', 'seniors', 'and', 'raises', 'the', 'retirement', 'age', 'to', '70', '.']"
8703.json,mostly-true,"To comply with non-discrimination laws, the government is forcing people in business to make wedding cakes for anyone.","civil-rights,diversity",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,comments on his radio program,2,"['to', 'comply', 'with', 'non-discrimination', 'laws,', 'the', 'government', 'is', 'forcing', 'people', 'in', 'business', 'to', 'make', 'wedding', 'cakes', 'for', 'anyone', '.']"
13455.json,true,I was the first member of Congress to contribute to Donald Trump.,"campaign-finance,candidates-biography,elections",lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,a web post and email blast,2,"['i', 'was', 'the', 'first', 'member', 'of', 'congress', 'to', 'contribute', 'to', 'donald', 'trump', '.']"
920.json,mostly-true,The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.,"economy,stimulus",national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a news release,2,"['the', 'house', ""democrats'"", 'so-called', ""'stimulus'"", 'has', 'been', 'stuffed', 'with', 'an', 'astonishing', '$335', 'million', 'to', 'fund', 'prevention', 'programs', 'of', 'sexually', 'transmitted', 'diseases', '.']"
9917.json,half-true,New Hampshire has lost more jobs to China than any other state.,economy,senate-majority-pac,political action committee,"Washington, D.C. ",democrat,3.0,4.0,4.0,1.0,0.0,a campaign ad,1,"['new', 'hampshire', 'has', 'lost', 'more', 'jobs', 'to', 'china', 'than', 'any', 'other', 'state', '.']"
6999.json,false,SaysGov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth.,"economy,jobs",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,an interview on CNN,0,"['saysgov', '.', 'john', 'kasich', 'incorrectly', 'claimed', 'ohios', 'economy', 'was', '38th', 'in', 'the', 'nation', 'when', 'he', 'took', 'office', '.', 'we', 'were', 'sixth', 'in', 'the', 'nation', 'in', 'terms', 'of', 'economic', 'job', 'growth', '.']"
4010.json,barely-true,"(Birmingham, Ala.) is the cradle of the civil rights movement.","civil-rights,history",al-roker,Today Show meteorologist,,none,1.0,0.0,0.0,0.0,0.0,a broadcast,1,"['(birmingham,', 'ala', '.)', 'is', 'the', 'cradle', 'of', 'the', 'civil', 'rights', 'movement', '.']"
8204.json,half-true,"Because of Gov. Scott Walkers budgeting, a greater percentage of general fund tax dollars is going to pay off debt than ever before in our history.","debt,state-budget,state-finances,taxes,transportation",kathleen-vinehout,,,democrat,1.0,1.0,1.0,1.0,0.0,a column,1,"['because', 'of', 'gov', '.', 'scott', 'walkers', 'budgeting,', 'a', 'greater', 'percentage', 'of', 'general', 'fund', 'tax', 'dollars', 'is', 'going', 'to', 'pay', 'off', 'debt', 'than', 'ever', 'before', 'in', 'our', 'history', '.']"
10012.json,half-true,"When I took office, the deficit was nearly 10 percent of our economy. Today, its approaching 3 percent.","deficit,economy,federal-budget",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at Northwestern University,1,"['when', 'i', 'took', 'office,', 'the', 'deficit', 'was', 'nearly', '10', 'percent', 'of', 'our', 'economy', '.', 'today,', 'its', 'approaching', '3', 'percent', '.']"
8088.json,pants-fire,I was banned from talking about Bill Ayers during the 2008 presidential campaign.,"elections,pundits,terrorism",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,an interview with Fox News,0,"['i', 'was', 'banned', 'from', 'talking', 'about', 'bill', 'ayers', 'during', 'the', '2008', 'presidential', 'campaign', '.']"
4854.json,mostly-true,Says Mitt Romney has flip-flopped on his support for President Reagans policies.,"candidates-biography,message-machine-2012",democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,a video ad,2,"['says', 'mitt', 'romney', 'has', 'flip-flopped', 'on', 'his', 'support', 'for', 'president', 'reagans', 'policies', '.']"
6063.json,false,Virginia is home to more veterans per capita than any state in America.,"census,military,veterans",bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a speech.,0,"['virginia', 'is', 'home', 'to', 'more', 'veterans', 'per', 'capita', 'than', 'any', 'state', 'in', 'america', '.']"
7332.json,half-true,Ohio is doing better right now than the national average on all the (economic) numbers.,"economy,state-finances",keith-faber,State senator,Ohio,republican,0.0,0.0,1.0,0.0,0.0,a newspaper interview,1,"['ohio', 'is', 'doing', 'better', 'right', 'now', 'than', 'the', 'national', 'average', 'on', 'all', 'the', '(economic)', 'numbers', '.']"
3242.json,half-true,"It is projected that 3.07 million people will use the train annually. Keep in mind that Amtraks Acela train in Washington D.C., Boston, Philadelphia, New York and Baltimore only had 3.2 million riders in 2010.","state-budget,stimulus,transportation",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,comments announcing Florida would reject federal dollars for a Tampa-Orlando high-speed rail line.,1,"['it', 'is', 'projected', 'that', '3', '.07', 'million', 'people', 'will', 'use', 'the', 'train', 'annually', '.', 'keep', 'in', 'mind', 'that', 'amtraks', 'acela', 'train', 'in', 'washington', 'd', '.c', '.,', 'boston,', 'philadelphia,', 'new', 'york', 'and', 'baltimore', 'only', 'had', '3', '.2', 'million', 'riders', 'in', '2010', '.']"
8074.json,half-true,"Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.","economy,jobs",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Galesburg, Ill.",1,"['our', 'businesses', 'have', 'created', 'nearly', 'twice', 'as', 'many', 'jobs', 'in', 'this', 'recovery', 'as', 'they', 'had', 'at', 'the', 'same', 'point', 'in', 'the', 'last', 'recovery,', 'when', 'there', 'was', 'no', 'obamacare', '.']"
2672.json,barely-true,Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,"environment,recreation",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a campaign news release and platform document,1,"['says', 'gov', '.', 'jim', 'doyle', 'and', 'the', 'dnr', 'have', 'not', 'put', 'hunters', 'first', 'and', 'mismanaged', 'the', 'deer', 'herd;', 'as', 'a', 'result', 'the', 'deer', 'population', 'has', 'dwindled', '.']"
7608.json,half-true,No one knows who bought the [38 Studios] bonds. And there was some language put in the bond offer that they must remain anonymous.,"bankruptcy,corporations,economy,transparency",jim-taricani,"Investigative reporter, WJAR-TV",Rhode Island,journalist,0.0,0.0,1.0,0.0,0.0,"a comment made on ""10 News Conference.""",1,"['no', 'one', 'knows', 'who', 'bought', 'the', '[38', 'studios]', 'bonds', '.', 'and', 'there', 'was', 'some', 'language', 'put', 'in', 'the', 'bond', 'offer', 'that', 'they', 'must', 'remain', 'anonymous', '.']"
11049.json,half-true,Says his average federal tax rate was 36 percent.,taxes,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,a post on his campaign website about releasing his tax returns,1,"['says', 'his', 'average', 'federal', 'tax', 'rate', 'was', '36', 'percent', '.']"
2503.json,half-true,The Republican election platform was actually written with the help of a former lobbyist for AIG and a former lobbyist for Exxon-Mobil.,ethics,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Madison, Wisc.",1,"['the', 'republican', 'election', 'platform', 'was', 'actually', 'written', 'with', 'the', 'help', 'of', 'a', 'former', 'lobbyist', 'for', 'aig', 'and', 'a', 'former', 'lobbyist', 'for', 'exxon-mobil', '.']"
6330.json,true,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a news conference,2,"['we', 'created', 'as', 'many', 'jobs', 'in', 'the', 'first', 'six', 'months', 'of', 'this', 'year', 'as', 'we', 'did', 'in', 'all', 'of', '2011', 'and', '2011', 'was', 'the', 'best', 'single', 'year', 'for', 'private-sector', 'job', 'growth', 'since', 'the', 'year', '2000', '.']"
